,Unnamed: 0,Brand,Model,Variant,Manufacturing year,Driven kilometers,Fuel,Location,Body type,Owners_number,Price,Ref. Website
4126,1180,Maruti,Alto,LXI    ,2018,"42,143 km",Petrol,Hyderabad,Hatchback,1st Owner,297499.0,www.cars24.com
4127,1181,Hyundai,i10,ERA    ,2008,"63,040 km",Petrol,Hyderabad,Hatchback,2nd Owner,224099.0,www.cars24.com
4128,1182,Maruti,Alto,LXI CNG   ,2012,"80,388 km",Petrol + CNG,Hyderabad,Hatchback,2nd Owner,202599.0,www.cars24.com
4129,1183,Honda,Brio,1.2 V MT I VTEC,2012,"77,714 km",Petrol,Hyderabad,Hatchback,2nd Owner,352599.0,www.cars24.com
4130,1184,Tata,Tiago,XZ+ 1.2   ,2019,"24,296 km",Petrol,Hyderabad,Hatchback,1st Owner,597899.0,www.cars24.com
4131,1185,Ford,Figo,1.2 ZXI DURATEC  ,2010,"59,354 km",Petrol,Hyderabad,Hatchback,2nd Owner,268899.0,www.cars24.com
4132,1186,Hyundai,i10,MAGNA 1.2   ,2010,"78,302 km",Petrol,Hyderabad,Hatchback,2nd Owner,301999.0,www.cars24.com
4133,1187,Hyundai,i10,ERA    ,2007,"86,145 km",Petrol,Hyderabad,Hatchback,2nd Owner,239599.0,www.cars24.com
4134,1188,Maruti,Wagon,LXI CNG   ,2012,"86,601 km",Petrol + CNG,Hyderabad,Hatchback,1st Owner,311499.0,www.cars24.com
4135,1189,Hyundai,Santro,GLS    ,2009,"1,05,529 km",Petrol,Hyderabad,Hatchback,1st Owner,172299.0,www.cars24.com
4136,1190,Maruti,Wagon,VXI AMT   ,2016,"64,121 km",Petrol,Hyderabad,Hatchback,1st Owner,408699.0,www.cars24.com
4137,1191,Hyundai,i10,MAGNA 1.2 KAPPA2  ,2011,"75,528 km",Petrol,Hyderabad,Hatchback,1st Owner,376999.0,www.cars24.com
4138,1192,Maruti,Baleno,ALPHA 1.2 K12  ,2018,"39,908 km",Petrol,Hyderabad,Hatchback,2nd Owner,690699.0,www.cars24.com
4139,1193,Maruti,Alto,LXI    ,2010,"1,03,310 km",Petrol,Hyderabad,Hatchback,1st Owner,191699.0,www.cars24.com
4140,1194,Maruti,Zen,LXI    ,2009,"95,532 km",Petrol,Hyderabad,Hatchback,2nd Owner,225499.0,www.cars24.com
4141,1195,Renault,Kwid,RXL    ,2016,"52,399 km",Petrol,Hyderabad,Hatchback,1st Owner,351799.0,www.cars24.com
4142,1196,Maruti,Alto,VXI    ,2012,"94,205 km",Petrol,Hyderabad,Hatchback,2nd Owner,272099.0,www.cars24.com
4143,1197,Maruti,Swift,VDI ABS   ,2015,"71,640 km",Diesel,Hyderabad,Hatchback,1st Owner,505199.0,www.cars24.com
4144,1198,Maruti,Alto,LXI    ,2010,"1,02,362 km",Petrol,Hyderabad,Hatchback,2nd Owner,186799.0,www.cars24.com
4145,1199,Maruti,Swift,ZDI    ,2012,"77,838 km",Diesel,Hyderabad,Hatchback,2nd Owner,460799.0,www.cars24.com
4146,1200,Maruti,IGNIS,ZETA 1.2 K12  ,2018,"67,543 km",Petrol,Hyderabad,Hatchback,1st Owner,475399.0,www.cars24.com
4147,1201,Hyundai,i10,MAGNA 1.2   ,2009,"87,163 km",Petrol,Hyderabad,Hatchback,2nd Owner,269599.0,www.cars24.com
4148,1202,Hyundai,i10,MAGNA 1.2 KAPPA2  ,2011,"93,562 km",Petrol,Hyderabad,Hatchback,2nd Owner,283399.0,www.cars24.com
4149,1203,Maruti,Wagon,LXI    ,2009,"74,291 km",Petrol,Hyderabad,Hatchback,1st Owner,287499.0,www.cars24.com
4150,1204,Hyundai,Santro,GL    ,2010,"87,080 km",Petrol,Hyderabad,Hatchback,2nd Owner,215199.0,www.cars24.com
4151,1205,Maruti,Alto,LXI    ,2010,"1,01,672 km",Petrol,Hyderabad,Hatchback,1st Owner,190499.0,www.cars24.com
4152,1206,Maruti,Wagon,LXI    ,2007,"1,17,899 km",Petrol,Hyderabad,Hatchback,2nd Owner,175699.0,www.cars24.com
4153,1207,Hyundai,i10,SPORTZ 1.2 AT KAPPA2 ,2011,"1,09,888 km",Petrol,Hyderabad,Hatchback,2nd Owner,339199.0,www.cars24.com
4154,1208,Maruti,Wagon,VXI    ,2013,"77,678 km",Petrol,Hyderabad,Hatchback,1st Owner,334599.0,www.cars24.com
4155,1209,Hyundai,i10,SPORTZ 1.2   ,2008,"89,270 km",Petrol,Hyderabad,Hatchback,1st Owner,265699.0,www.cars24.com
4156,1210,Maruti,Swift,LDI    ,2009,"1,00,009 km",Diesel,Hyderabad,Hatchback,1st Owner,303299.0,www.cars24.com
4157,1211,Hyundai,i10,SPORTZ 1.2   ,2010,"95,704 km",Petrol,Hyderabad,Hatchback,3rd Owner,276999.0,www.cars24.com
4158,1212,Maruti,Wagon,VXI    ,2015,"76,719 km",Petrol,Hyderabad,Hatchback,1st Owner,367499.0,www.cars24.com
4159,1213,Maruti,Ritz,LDI    ,2012,"1,02,870 km",Diesel,Hyderabad,Hatchback,2nd Owner,296199.0,www.cars24.com
4160,1214,Maruti,Baleno,DELTA DDIS 190  ,2017,"81,718 km",Diesel,Hyderabad,Hatchback,1st Owner,608699.0,www.cars24.com
4161,1215,Hyundai,i10,MAGNA 1.2   ,2009,"94,523 km",Petrol,Hyderabad,Hatchback,2nd Owner,262199.0,www.cars24.com
4162,1216,Maruti,Swift,VXI 1.3   ,2008,"84,544 km",Petrol,Hyderabad,Hatchback,1st Owner,310199.0,www.cars24.com
4163,1217,Hyundai,Elite,SPORTZ 1.2   ,2016,"88,860 km",Petrol,Hyderabad,Hatchback,1st Owner,549099.0,www.cars24.com
4164,1218,Maruti,Swift,VDI    ,2019,"43,074 km",Diesel,Hyderabad,Hatchback,2nd Owner,660199.0,www.cars24.com
4165,1219,Maruti,Swift,LDI    ,2009,"84,156 km",Diesel,Hyderabad,Hatchback,1st Owner,365699.0,www.cars24.com
4166,1220,Maruti,Baleno,ZETA 1.2 K12  ,2017,"62,516 km",Petrol,Hyderabad,Hatchback,1st Owner,595699.0,www.cars24.com
4167,1221,Maruti,Swift,VDI ABS   ,2016,"82,732 km",Diesel,Hyderabad,Hatchback,2nd Owner,499599.0,www.cars24.com
4168,1222,Maruti,Baleno,DELTA 1.2 K12  ,2017,"75,980 km",Petrol,Hyderabad,Hatchback,1st Owner,561899.0,www.cars24.com
4169,1223,Maruti,Swift,VDI    ,2011,"1,10,597 km",Diesel,Hyderabad,Hatchback,1st Owner,330199.0,www.cars24.com
4170,1224,Maruti,Alto,VXI    ,2010,"1,03,152 km",Petrol,Hyderabad,Hatchback,1st Owner,201199.0,www.cars24.com
4171,1225,Hyundai,i10,MAGNA 1.2 KAPPA2  ,2011,"1,16,983 km",Petrol,Hyderabad,Hatchback,2nd Owner,245199.0,www.cars24.com
4172,1226,Hyundai,Elite,SPORTZ 1.2   ,2017,"87,864 km",Petrol,Hyderabad,Hatchback,2nd Owner,602599.0,www.cars24.com
4173,1227,Maruti,Alto,LXI    ,2011,"1,18,602 km",Petrol,Hyderabad,Hatchback,1st Owner,198099.0,www.cars24.com
4174,1228,Maruti,Wagon,VXI    ,2014,"90,978 km",Petrol,Hyderabad,Hatchback,2nd Owner,362199.0,www.cars24.com
4175,1229,Hyundai,i10,SPORTZ 1.2 KAPPA2  ,2011,"1,12,315 km",Petrol,Hyderabad,Hatchback,2nd Owner,317199.0,www.cars24.com
4176,1230,Hyundai,i10,SPORTZ 1.2 AT KAPPA2 ,2011,"1,16,395 km",Petrol,Hyderabad,Hatchback,1st Owner,373699.0,www.cars24.com
4177,1231,Maruti,Wagon,VXI    ,2012,"1,05,694 km",Petrol,Hyderabad,Hatchback,1st Owner,325499.0,www.cars24.com
4178,1232,Maruti,Wagon,VXI    ,2014,"92,313 km",Petrol,Hyderabad,Hatchback,1st Owner,342499.0,www.cars24.com
4179,1233,Maruti,Swift,ZDI    ,2012,"1,01,039 km",Diesel,Hyderabad,Hatchback,1st Owner,460199.0,www.cars24.com
4180,1234,Maruti,Alto,VXI    ,2012,"1,03,887 km",Petrol,Hyderabad,Hatchback,1st Owner,218699.0,www.cars24.com
4181,1235,Hyundai,Elite,SPORTZ 1.2   ,2017,"97,090 km",Petrol,Hyderabad,Hatchback,1st Owner,596999.0,www.cars24.com
4182,1236,Maruti,Celerio,VXI    ,2015,"1,02,472 km",Petrol,Hyderabad,Hatchback,1st Owner,376099.0,www.cars24.com
4183,1237,Hyundai,i10,SPORTZ 1.2 KAPPA2  ,2010,"1,31,057 km",Petrol,Hyderabad,Hatchback,1st Owner,326599.0,www.cars24.com
4184,1238,Maruti,Swift,VDI    ,2013,"1,11,864 km",Diesel,Hyderabad,Hatchback,2nd Owner,393699.0,www.cars24.com
4185,1239,Maruti,Ritz,VDI    ,2011,"1,14,828 km",Diesel,Hyderabad,Hatchback,2nd Owner,308799.0,www.cars24.com
4186,1240,Maruti,Baleno,ALPHA DDIS 190  ,2018,"93,565 km",Diesel,Hyderabad,Hatchback,1st Owner,753199.0,www.cars24.com
4187,1241,Volkswagen,Polo,COMFORTLINE 1.5L DIESEL  ,2015,"1,30,613 km",Diesel,Hyderabad,Hatchback,2nd Owner,456299.0,www.cars24.com
4188,1242,Maruti,Swift,VXI    ,2014,"1,01,747 km",Petrol,Hyderabad,Hatchback,1st Owner,430099.0,www.cars24.com
4189,1243,Maruti,Swift,ZDI    ,2012,"1,64,757 km",Diesel,Hyderabad,Hatchback,1st Owner,379199.0,www.cars24.com
4190,1244,Ford,Figo,1.4 ZXI DURATORQ  ,2014,"1,20,930 km",Diesel,Hyderabad,Hatchback,1st Owner,295599.0,www.cars24.com
4191,1245,Maruti,Swift,VDI    ,2012,"1,64,028 km",Diesel,Hyderabad,Hatchback,1st Owner,398899.0,www.cars24.com
4192,1246,Hyundai,Santro,GLS LPG   ,2012,"1,29,644 km",Petrol + LPG,Hyderabad,Hatchback,2nd Owner,269599.0,www.cars24.com
4193,1247,Maruti,Celerio,VXI AMT   ,2014,"1,41,639 km",Petrol,Hyderabad,Hatchback,3rd Owner,362199.0,www.cars24.com
4194,1248,Maruti,Baleno,ALPHA DDIS 190  ,2016,"1,26,738 km",Diesel,Hyderabad,Hatchback,1st Owner,600799.0,www.cars24.com
4195,1249,Maruti,Wagon,LXI LPG   ,2010,"1,51,076 km",Petrol + LPG,Hyderabad,Hatchback,2nd Owner,243399.0,www.cars24.com
4196,1250,Maruti,Alto,VXI    ,2014,"1,67,062 km",Petrol,Hyderabad,Hatchback,1st Owner,251599.0,www.cars24.com
4197,1251,Maruti,Swift,ZDI    ,2015,"1,71,277 km",Diesel,Hyderabad,Hatchback,1st Owner,489499.0,www.cars24.com
4198,1252,Maruti,Alto,VXI    ,2014,"1,18,885 km",Petrol,Hyderabad,Hatchback,2nd Owner,329399.0,www.cars24.com
4199,1253,Maruti,Baleno,ZETA DDIS 190  ,2016,"2,00,759 km",Diesel,Hyderabad,Hatchback,1st Owner,575199.0,www.cars24.com
4200,1254,Maruti,Baleno,ALPHA 1.2 K12  ,2018,"1,42,383 km",Petrol,Hyderabad,Hatchback,1st Owner,634699.0,www.cars24.com
4201,1255,Maruti,Alto,LXI    ,2012,"1,26,194 km",Petrol,Hyderabad,Hatchback,2nd Owner,244799.0,www.cars24.com
4202,1256,Maruti,Alto,VXI    ,2015,"2,34,522 km",Petrol,Hyderabad,Hatchback,1st Owner,239999.0,www.cars24.com
4203,1257,Hyundai,i10,MAGNA 1.2   ,2010,"44,483 km",Petrol,Hyderabad,Hatchback,1st Owner,299999.0,www.cars24.com
4204,1258,Hyundai,i20,SPORTZ 1.2 O  ,2010,"53,951 km",Petrol,Hyderabad,Hatchback,2nd Owner,301699.0,www.cars24.com
4205,1259,Maruti,Alto,VXI    ,2015,"47,133 km",Petrol,Hyderabad,Hatchback,1st Owner,274799.0,www.cars24.com
4206,1260,Hyundai,Elite,ASTA 1.2   ,2016,"30,356 km",Petrol,Hyderabad,Hatchback,1st Owner,575099.0,www.cars24.com
4207,1261,Maruti,Wagon,VXI    ,2014,"58,748 km",Petrol,Hyderabad,Hatchback,2nd Owner,343199.0,www.cars24.com
4208,1262,Hyundai,i10,SPORTZ 1.2 AT KAPPA2 ,2010,"78,735 km",Petrol,Hyderabad,Hatchback,1st Owner,326199.0,www.cars24.com
4209,1263,Ford,Figo,1.4 TITANIUM DURATORQ  ,2012,"96,371 km",Diesel,Hyderabad,Hatchback,2nd Owner,262899.0,www.cars24.com
4210,1264,Hyundai,Santro,GLS    ,2007,"1,18,115 km",Petrol,Hyderabad,Hatchback,1st Owner,205499.0,www.cars24.com
4211,1265,Maruti,Alto,VXI (O) AMT  ,2017,"15,808 km",Petrol,Hyderabad,Hatchback,1st Owner,327899.0,www.cars24.com
4212,1266,Hyundai,i10,SPORTZ 1.2 KAPPA2  ,2012,"45,099 km",Petrol,Hyderabad,Hatchback,1st Owner,336199.0,www.cars24.com
4213,1267,Maruti,Alto,LXI    ,2012,"44,068 km",Petrol,Hyderabad,Hatchback,2nd Owner,234999.0,www.cars24.com
4214,1268,Maruti,Alto,LXI    ,2011,"26,790 km",Petrol,Hyderabad,Hatchback,1st Owner,241599.0,www.cars24.com
4215,1269,Hyundai,Eon,ERA PLUS   ,2016,"22,024 km",Petrol,Hyderabad,Hatchback,1st Owner,329499.0,www.cars24.com
4216,1270,Maruti,Baleno,DELTA 1.2 K12  ,2018,"20,380 km",Petrol,Hyderabad,Hatchback,1st Owner,609499.0,www.cars24.com
4217,1271,Maruti,Swift,VXI    ,2020,"5,943 km",Petrol,Hyderabad,Hatchback,1st Owner,610099.0,www.cars24.com
4218,1272,Hyundai,i10,MAGNA 1.2   ,2008,"94,989 km",Petrol,Hyderabad,Hatchback,1st Owner,241299.0,www.cars24.com
4219,1273,Maruti,Alto,LXI CNG   ,2011,"70,720 km",Petrol + CNG,Hyderabad,Hatchback,1st Owner,200699.0,www.cars24.com
4220,1274,Maruti,Alto,LXI    ,2010,"63,438 km",Petrol,Hyderabad,Hatchback,1st Owner,186999.0,www.cars24.com
4221,1275,Maruti,Ritz,ZXI    ,2014,"65,000 km",Petrol,Hyderabad,Hatchback,1st Owner,351899.0,www.cars24.com
4222,1276,Maruti,Swift,VXI 1.3   ,2008,"70,663 km",Petrol,Hyderabad,Hatchback,2nd Owner,308299.0,www.cars24.com
4223,1277,Chevrolet,Aveo,LT 1.2   ,2008,"52,849 km",Petrol,Hyderabad,Hatchback,2nd Owner,171599.0,www.cars24.com
4224,1278,Maruti,Swift,LXI    ,2018,"24,945 km",Petrol,Hyderabad,Hatchback,2nd Owner,528799.0,www.cars24.com
4225,1279,Hyundai,Elite,ASTA 1.2 (O)  ,2019,"24,466 km",Petrol,Hyderabad,Hatchback,1st Owner,741799.0,www.cars24.com
4226,1280,Hyundai,Grand,SPORTS 1.2 VTVT  ,2015,"45,191 km",Petrol,Hyderabad,Hatchback,1st Owner,471799.0,www.cars24.com
4227,1281,Hyundai,GRAND,SPORTZ 1.2 AT  ,2020,"40,782 km",Petrol,Hyderabad,Hatchback,1st Owner,665799.0,www.cars24.com
4228,1282,Volkswagen,Polo,HIGHLINE1.2L PETROL   ,2011,"81,993 km",Petrol,Hyderabad,Hatchback,2nd Owner,302099.0,www.cars24.com
4229,1283,Hyundai,Elite,ASTA 1.2 (O)  ,2018,"34,310 km",Petrol,Hyderabad,Hatchback,2nd Owner,662799.0,www.cars24.com
4230,1284,Hyundai,i10,SPORTZ 1.2   ,2009,"88,322 km",Petrol,Hyderabad,Hatchback,1st Owner,249899.0,www.cars24.com
4231,1285,Renault,Kwid,RXT 1.0 EASY-R  ,2016,"63,653 km",Petrol,Hyderabad,Hatchback,1st Owner,333099.0,www.cars24.com
4232,1286,Maruti,Alto,LXI    ,2014,"59,008 km",Petrol,Hyderabad,Hatchback,1st Owner,294399.0,www.cars24.com
4233,1287,Honda,Jazz,1.2 V AT  ,2015,"64,455 km",Petrol,Hyderabad,Hatchback,2nd Owner,506699.0,www.cars24.com
4234,1288,Hyundai,Grand,SPORTZ (O) 1.2 AT VTVT,2017,"39,524 km",Petrol,Hyderabad,Hatchback,1st Owner,606899.0,www.cars24.com
4235,1289,Maruti,Alto,LXI    ,2019,"34,886 km",Petrol,Hyderabad,Hatchback,1st Owner,299699.0,www.cars24.com
4236,1290,Maruti,Alto,LXI    ,2012,"81,759 km",Petrol,Hyderabad,Hatchback,2nd Owner,214199.0,www.cars24.com
4237,1291,Skoda,Fabia,ELEGANCE 1.6 MPI  ,2011,"90,749 km",Petrol,Hyderabad,Hatchback,1st Owner,229699.0,www.cars24.com
4238,1292,Maruti,Baleno,ALPHA DDIS 190  ,2018,"60,058 km",Diesel,Hyderabad,Hatchback,2nd Owner,668099.0,www.cars24.com
4239,1293,Maruti,Swift,VXI 1.3   ,2008,"95,854 km",Petrol,Hyderabad,Hatchback,2nd Owner,296299.0,www.cars24.com
4240,1294,Hyundai,i20,SPORTZ 1.2 O  ,2011,"83,890 km",Petrol,Hyderabad,Hatchback,1st Owner,411699.0,www.cars24.com
4241,1295,Maruti,Swift,VXI 1.3   ,2008,"81,367 km",Petrol,Hyderabad,Hatchback,1st Owner,281599.0,www.cars24.com
4242,1296,Maruti,Wagon,LXI LPG   ,2012,"83,889 km",Petrol + LPG,Hyderabad,Hatchback,2nd Owner,302599.0,www.cars24.com
4243,1297,Hyundai,Elite,SPORTZ 1.2   ,2017,"54,712 km",Petrol,Hyderabad,Hatchback,1st Owner,573399.0,www.cars24.com
4244,1298,Maruti,Swift,ZDI    ,2018,"65,207 km",Diesel,Hyderabad,Hatchback,1st Owner,684199.0,www.cars24.com
4245,1299,Maruti,Alto,LXI    ,2013,"80,448 km",Petrol,Hyderabad,Hatchback,1st Owner,240599.0,www.cars24.com
4246,1300,Maruti,Swift,VDI    ,2012,"1,09,540 km",Diesel,Hyderabad,Hatchback,2nd Owner,402299.0,www.cars24.com
4247,1301,Maruti,Baleno,ALPHA DDIS 190  ,2018,"74,535 km",Diesel,Hyderabad,Hatchback,1st Owner,723699.0,www.cars24.com
4248,1302,Maruti,Alto,LXI    ,2007,"1,32,515 km",Petrol,Hyderabad,Hatchback,1st Owner,144999.0,www.cars24.com
4249,1303,Maruti,Alto,LXI CNG   ,2012,"1,03,748 km",Petrol + CNG,Hyderabad,Hatchback,1st Owner,249599.0,www.cars24.com
4250,1304,Hyundai,Santro,GLS    ,2010,"1,07,657 km",Petrol,Hyderabad,Hatchback,1st Owner,231299.0,www.cars24.com
4251,1305,Hyundai,i10,MAGNA 1.2   ,2010,"74,739 km",Petrol,Hyderabad,Hatchback,1st Owner,292899.0,www.cars24.com
4252,1306,Maruti,Swift,VXI OPT   ,2017,"29,996 km",Petrol,Hyderabad,Hatchback,2nd Owner,510299.0,www.cars24.com
4253,1307,Hyundai,i20,1.4 SX   ,2016,"57,997 km",Diesel,Hyderabad,Hatchback,1st Owner,660699.0,www.cars24.com
4254,1308,Maruti,Swift,VXI 1.2 BS IV  ,2014,"9,952 km",Petrol,Chennai,Sedan,1st Owner,506599.0,www.cars24.com
4255,1309,Toyota,Etios,V     ,2011,"53,637 km",Petrol,Chennai,Sedan,1st Owner,369499.0,www.cars24.com
4256,1310,Honda,Amaze,1.2 SMT I VTEC  ,2015,"45,998 km",Petrol,Chennai,Sedan,1st Owner,455499.0,www.cars24.com
4257,1311,Maruti,Swift,ZXI 1.2 BS IV  ,2011,"38,976 km",Petrol,Chennai,Sedan,2nd Owner,428599.0,www.cars24.com
4258,1312,Maruti,Swift,VXI 1.2 BS IV  ,2013,"53,876 km",Petrol,Chennai,Sedan,2nd Owner,449699.0,www.cars24.com
4259,1313,Maruti,Swift,VXI 1.2 BS IV  ,2014,"18,020 km",Petrol,Chennai,Sedan,1st Owner,507199.0,www.cars24.com
4260,1314,Volkswagen,Vento,HIGHLINE DIESEL    ,2012,"52,977 km",Diesel,Chennai,Sedan,2nd Owner,362399.0,www.cars24.com
4261,1315,Honda,City,S MT PETROL   ,2011,"70,365 km",Petrol,Chennai,Sedan,2nd Owner,414799.0,www.cars24.com
4262,1316,Ford,Figo,1.2 TITANIUM PETROL   ,2018,"8,106 km",Petrol,Chennai,Sedan,1st Owner,635899.0,www.cars24.com
4263,1317,Maruti,Swift,VXI 1.2 BS IV  ,2013,"41,318 km",Petrol,Chennai,Sedan,2nd Owner,430999.0,www.cars24.com
4264,1318,Maruti,Swift,VXI 1.2 BS IV  ,2015,"47,445 km",Petrol,Chennai,Sedan,1st Owner,470099.0,www.cars24.com
4265,1319,Maruti,Swift,VXI 1.2 BS IV  ,2012,"68,292 km",Petrol,Chennai,Sedan,1st Owner,408799.0,www.cars24.com
4266,1320,Maruti,Swift,VXI 1.2 BS IV  ,2015,"40,988 km",Petrol,Chennai,Sedan,2nd Owner,472099.0,www.cars24.com
4267,1321,Maruti,Swift,VXI 1.2 BS IV  ,2013,"43,859 km",Petrol,Chennai,Sedan,1st Owner,467899.0,www.cars24.com
4268,1322,Maruti,Dzire,VXI     ,2019,"14,982 km",Petrol,Chennai,Sedan,1st Owner,664599.0,www.cars24.com
4269,1323,Honda,City,S MT PETROL   ,2011,"75,872 km",Petrol,Chennai,Sedan,2nd Owner,415099.0,www.cars24.com
4270,1324,Maruti,Swift,VDI BS IV   ,2016,"38,519 km",Diesel,Chennai,Sedan,1st Owner,555799.0,www.cars24.com
4271,1325,Maruti,Swift,VDI BS IV   ,2012,"61,739 km",Diesel,Chennai,Sedan,1st Owner,475199.0,www.cars24.com
4272,1326,Maruti,Swift,VXI 1.2 BS IV  ,2017,"46,766 km",Petrol,Chennai,Sedan,1st Owner,555499.0,www.cars24.com
4273,1327,Hyundai,Verna,FLUIDIC 1.6 SX VTVT OPT ,2014,"54,920 km",Petrol,Chennai,Sedan,1st Owner,598099.0,www.cars24.com
4274,1328,Honda,City,V AT    ,2010,"77,338 km",Petrol,Chennai,Sedan,1st Owner,396099.0,www.cars24.com
4275,1329,Honda,Amaze,1.2 SMT I VTEC  ,2019,"28,265 km",Petrol,Chennai,Sedan,1st Owner,657999.0,www.cars24.com
4276,1330,Hyundai,Verna,FLUIDIC 1.6 VTVT S (O) MT,2015,"52,025 km",Petrol,Chennai,Sedan,2nd Owner,632699.0,www.cars24.com
4277,1331,Maruti,Swift,VXI 1.2 BS IV  ,2013,"61,514 km",Petrol,Chennai,Sedan,3rd Owner,474599.0,www.cars24.com
4278,1332,Honda,City,V MT PETROL   ,2012,"67,767 km",Petrol,Chennai,Sedan,2nd Owner,477899.0,www.cars24.com
4279,1333,Honda,City,V MT PETROL   ,2015,"61,592 km",Petrol,Chennai,Sedan,2nd Owner,610199.0,www.cars24.com
4280,1334,Volkswagen,Vento,HIGHLINE PETROL    ,2018,"19,139 km",Petrol,Chennai,Sedan,1st Owner,779999.0,www.cars24.com
4281,1335,Ford,Figo,1.2 TITANIUM PETROL   ,2018,"20,192 km",Petrol,Chennai,Sedan,1st Owner,603599.0,www.cars24.com
4282,1336,Maruti,Dzire,VDI AMT    ,2017,"37,607 km",Diesel,Chennai,Sedan,1st Owner,632699.0,www.cars24.com
4283,1337,Maruti,Swift,VDI BS IV   ,2016,"46,150 km",Diesel,Chennai,Sedan,1st Owner,667799.0,www.cars24.com
4284,1338,Maruti,Ciaz,ALPHA 1.4 VVT AMT  ,2017,"46,847 km",Petrol,Chennai,Sedan,1st Owner,715099.0,www.cars24.com
4285,1339,Volkswagen,Vento,1.2 TSI HIGHLINE PLUS  ,2017,"20,421 km",Petrol,Chennai,Sedan,1st Owner,829099.0,www.cars24.com
4286,1340,Honda,City,V MT PETROL   ,2013,"74,119 km",Petrol,Chennai,Sedan,2nd Owner,515399.0,www.cars24.com
4287,1341,Maruti,Swift,VDI BS IV   ,2015,"74,575 km",Diesel,Chennai,Sedan,1st Owner,520799.0,www.cars24.com
4288,1342,Toyota,Etios,V     ,2011,"1,05,407 km",Petrol,Chennai,Sedan,3rd Owner,363899.0,www.cars24.com
4289,1343,Honda,Amaze,1.2 V CVT I  ,2018,"29,177 km",Petrol,Chennai,Sedan,1st Owner,684999.0,www.cars24.com
4290,1344,Maruti,Swift,VDI BS IV   ,2014,"80,315 km",Diesel,Chennai,Sedan,1st Owner,501699.0,www.cars24.com
4291,1345,Honda,City,V MT PETROL   ,2015,"79,725 km",Petrol,Chennai,Sedan,3rd Owner,605799.0,www.cars24.com
4292,1346,Honda,City,ZX CVT    ,2017,"44,829 km",Petrol,Chennai,Sedan,1st Owner,927799.0,www.cars24.com
4293,1347,Honda,City,S MT PETROL   ,2011,"86,312 km",Petrol,Chennai,Sedan,1st Owner,441299.0,www.cars24.com
4294,1348,Maruti,Swift,VDI ABS    ,2015,"85,558 km",Diesel,Chennai,Sedan,1st Owner,561299.0,www.cars24.com
4295,1349,Maruti,Ciaz,ALPHA 1.4 VVT   ,2018,"27,384 km",Petrol,Chennai,Sedan,2nd Owner,764999.0,www.cars24.com
4296,1350,Hyundai,Verna,FLUIDIC 1.6 SX VTVT OPT AT,2011,"90,981 km",Petrol,Chennai,Sedan,4th Owner,520299.0,www.cars24.com
4297,1351,Hyundai,Verna,1.6 SX VTVT   ,2018,"43,421 km",Petrol,Chennai,Sedan,1st Owner,873399.0,www.cars24.com
4298,1352,Maruti,Swift,VXI 1.2 BS IV  ,2013,"84,775 km",Petrol,Chennai,Sedan,1st Owner,448899.0,www.cars24.com
4299,1353,Hyundai,Verna,1.6 SX VTVT AT (O) ,2018,"26,281 km",Petrol,Chennai,Sedan,1st Owner,1012699.0,www.cars24.com
4300,1354,Maruti,Dzire,VDI     ,2018,"48,029 km",Diesel,Chennai,Sedan,1st Owner,675499.0,www.cars24.com
4301,1355,Maruti,Swift,VXI 1.2 BS IV  ,2015,"95,389 km",Petrol,Chennai,Sedan,1st Owner,486699.0,www.cars24.com
4302,1356,Maruti,Dzire,VDI AMT    ,2017,"66,343 km",Diesel,Chennai,Sedan,1st Owner,601399.0,www.cars24.com
4303,1357,Maruti,Swift,VDI     ,2015,"95,763 km",Diesel,Chennai,Sedan,1st Owner,519799.0,www.cars24.com
4304,1358,Hyundai,Verna,1.6 SX VTVT   ,2018,"26,402 km",Petrol,Chennai,Sedan,2nd Owner,913999.0,www.cars24.com
4305,1359,Maruti,Swift,VDI BS IV   ,2014,"76,652 km",Diesel,Chennai,Sedan,1st Owner,464999.0,www.cars24.com
4306,1360,Honda,City,1.5 E MT   ,2010,"97,104 km",Petrol,Chennai,Sedan,2nd Owner,391299.0,www.cars24.com
4307,1361,Maruti,Dzire,ZDI Plus AMT   ,2017,"76,040 km",Diesel,Chennai,Sedan,1st Owner,640299.0,www.cars24.com
4308,1362,Maruti,Swift,VDI BS IV   ,2014,"83,907 km",Diesel,Chennai,Sedan,1st Owner,481099.0,www.cars24.com
4309,1363,Honda,City,S MT PETROL   ,2009,"1,21,488 km",Petrol,Chennai,Sedan,1st Owner,333799.0,www.cars24.com
4310,1364,Renault,Scala,RXL DIESEL    ,2014,"1,34,029 km",Diesel,Chennai,Sedan,1st Owner,339999.0,www.cars24.com
4311,1365,Honda,City,V MT PETROL   ,2017,"81,387 km",Petrol,Chennai,Sedan,1st Owner,773299.0,www.cars24.com
4312,1366,Skoda,Rapid,1.5 TDI AT AMBITION  ,2016,"89,014 km",Diesel,Chennai,Sedan,1st Owner,601099.0,www.cars24.com
4313,1367,Maruti,Swift,VDI BS IV   ,2012,"1,04,833 km",Diesel,Chennai,Sedan,3rd Owner,427699.0,www.cars24.com
4314,1368,Honda,Amaze,1.5 EXMT I DTEC  ,2014,"1,06,819 km",Diesel,Chennai,Sedan,1st Owner,426899.0,www.cars24.com
4315,1369,Maruti,Swift,LDI BS IV   ,2013,"95,428 km",Diesel,Chennai,Sedan,1st Owner,441299.0,www.cars24.com
