,Unnamed: 0,Brand,Model,Variant,Manufacturing year,Driven kilometers,Fuel,Location,Body type,Owners_number,Price,Ref. Website
0,0,Honda,Brio,S MT,2015,"29,411 kms",Petrol,Delhi NCR,Hatchback,1st Owner,343000.0,www.cardekho.com
1,1,Maruti,Alto,VXI,2017,"23,845 kms",Petrol,Delhi NCR,Hatchback,1st Owner,284000.0,www.cardekho.com
2,2,Maruti,Baleno,Delta,2015,"49,192 kms",Petrol,Delhi NCR,Hatchback,1st Owner,466000.0,www.cardekho.com
3,3,Maruti,Swift,VXI,2018,"19,492 kms",Petrol,Delhi NCR,Hatchback,1st Owner,569000.0,www.cardekho.com
4,4,Maruti,Alto,VXI AMT,2015,"39,833 kms",Petrol,Delhi NCR,Hatchback,1st Owner,308000.0,www.cardekho.com
5,5,Maruti,Swift,LXI Option,2015,"54,215 kms",Petrol,Delhi NCR,Hatchback,1st Owner,389000.0,www.cardekho.com
6,6,Maruti,Baleno,Sigma Diesel,2018,"61,659 kms",Diesel,Delhi NCR,Hatchback,1st Owner,557000.0,www.cardekho.com
7,7,Maruti,Swift,VDI BSIV,2017,"56,693 kms",Diesel,Delhi NCR,Hatchback,1st Owner,504000.0,www.cardekho.com
8,8,Maruti,Alto,VXI,2018,"24,604 kms",Petrol,Delhi NCR,Hatchback,1st Owner,339000.0,www.cardekho.com
9,9,Maruti,Alto,LXI,2013,"40,167 kms",Petrol,Delhi NCR,Hatchback,1st Owner,192000.0,www.cardekho.com
10,10,Maruti,Swift,LXI BSIV,2015,"1,00,380 kms",Petrol,Delhi NCR,Hatchback,1st Owner,358000.0,www.cardekho.com
11,11,Hyundai,Grand,Sportz,2015,"1,02,032 kms",Petrol,Delhi NCR,Hatchback,1st Owner,357000.0,www.cardekho.com
12,12,Maruti,Alto,2010-2014 VXI,2012,"62,877 kms",Petrol,Delhi NCR,Hatchback,1st Owner,245000.00000000003,www.cardekho.com
13,13,Hyundai,Grand,Asta,2014,"64,883 kms",Petrol,Delhi NCR,Hatchback,1st Owner,366000.0,www.cardekho.com
14,14,Maruti,Swift,LDI,2014,"89,382 kms",Diesel,Delhi NCR,Hatchback,1st Owner,315000.0,www.cardekho.com
15,15,BMW,X1,sDrive 20d xLine,2018,"21,200 kms",Diesel,Delhi NCR,Hatchback,1st Owner,2850000.0,www.cardekho.com
16,16,BMW,X5,xDrive 30d,2015,"82,000 kms",Diesel,Delhi NCR,Hatchback,1st Owner,2990000.0,www.cardekho.com
17,17,Mercedes-Benz,New,Progressive C 200,2019,"7,900 kms",Petrol,Delhi NCR,Hatchback,1st Owner,4200000.0,www.cardekho.com
18,18,Jaguar,XJ,2.0L Portfolio,2016,"13,000 kms",Petrol,Delhi NCR,Hatchback,1st Owner,5750000.0,www.cardekho.com
19,19,Maruti,Celerio,Green VXI,2017,"83,775 kms",CNG,Delhi NCR,Hatchback,1st Owner,365000.0,www.cardekho.com
20,20,Maruti,Alto,STD,2019,"5,673 kms",Petrol,Delhi NCR,Hatchback,1st Owner,266000.0,www.cardekho.com
21,21,Hyundai,Grand,1.2 Kappa Sportz BSIV,2019,"12,598 kms",Petrol,Delhi NCR,Hatchback,1st Owner,525000.0,www.cardekho.com
22,22,Maruti,Baleno,1.2 Sigma,2020,"7,173 kms",Petrol,Delhi NCR,Hatchback,1st Owner,579000.0,www.cardekho.com
23,23,Maruti,Swift,LXI Optional-O,2017,"5,824 kms",Petrol,Delhi NCR,Hatchback,1st Owner,478000.0,www.cardekho.com
24,24,Maruti,Baleno,Zeta,2018,"24,586 kms",Petrol,Delhi NCR,Hatchback,1st Owner,593000.0,www.cardekho.com
25,25,Renault,KWID,1.0 RXT Optional,2017,"19,145 kms",Petrol,Delhi NCR,Hatchback,1st Owner,282000.0,www.cardekho.com
26,26,Maruti,Alto,VXI,2018,"44,973 kms",Petrol,Delhi NCR,Hatchback,1st Owner,332000.0,www.cardekho.com
27,27,Maruti,Baleno,1.2 CVT Delta,2016,"44,802 kms",Petrol,Delhi NCR,Hatchback,1st Owner,543000.0,www.cardekho.com
28,28,Maruti,Baleno,1.2 Sigma,2020,"13,803 kms",Petrol,Delhi NCR,Hatchback,1st Owner,578000.0,www.cardekho.com
29,29,Maruti,Baleno,1.2 Delta,2016,"57,059 kms",Petrol,Delhi NCR,Hatchback,1st Owner,504000.0,www.cardekho.com
30,30,Hyundai,Grand,Sportz,2016,"39,842 kms",Petrol,Delhi NCR,Hatchback,1st Owner,400000.0,www.cardekho.com
31,31,Volkswagen,Polo,1.0 MPI Trendline,2019,"8,559 kms",Petrol,Delhi NCR,Hatchback,1st Owner,528000.0,www.cardekho.com
32,32,Maruti,Baleno,Delta,2018,"55,956 kms",Petrol,Delhi NCR,Hatchback,1st Owner,547000.0,www.cardekho.com
33,33,Maruti,Baleno,Sigma,2020,"13,312 kms",Petrol,Delhi NCR,Hatchback,1st Owner,578000.0,www.cardekho.com
34,34,Maruti,Baleno,1.2 Delta,2017,"1,03,284 kms",Petrol,Delhi NCR,Hatchback,1st Owner,476999.99999999994,www.cardekho.com
35,35,Maruti,Wagon,AMT VXI Optional,2017,"25,905 kms",Petrol,Delhi NCR,Hatchback,1st Owner,423000.00000000006,www.cardekho.com
36,36,Maruti,Baleno,1.2 CVT Delta,2017,"39,462 kms",Petrol,Delhi NCR,Hatchback,1st Owner,576000.0,www.cardekho.com
37,37,Maruti,Baleno,Zeta,2019,"7,270 kms",Petrol,Delhi NCR,Hatchback,1st Owner,703000.0,www.cardekho.com
38,38,Hyundai,i20,1.2 Spotz,2018,"9,566 kms",Petrol,Delhi NCR,Hatchback,1st Owner,655000.0,www.cardekho.com
39,39,Volkswagen,Polo,GT TSI,2015,"35,412 kms",Petrol,Delhi NCR,Hatchback,1st Owner,576000.0,www.cardekho.com
40,40,Maruti,Baleno,Alpha,2017,"41,867 kms",Petrol,Delhi NCR,Hatchback,1st Owner,593000.0,www.cardekho.com
41,41,Maruti,S-Presso,VXI Plus,2020,"10,289 kms",Petrol,Delhi NCR,Hatchback,1st Owner,475000.0,www.cardekho.com
42,42,Hyundai,Grand,Sportz,2016,"33,423 kms",Petrol,Delhi NCR,Hatchback,1st Owner,412000.0,www.cardekho.com
43,43,Maruti,S-Presso,VXI,2020,"18,653 kms",Petrol,Delhi NCR,Hatchback,1st Owner,463999.99999999994,www.cardekho.com
44,44,Renault,KWID,1.0 RXT AMT Opt,2019,"7,522 kms",Petrol,Delhi NCR,Hatchback,1st Owner,409999.99999999994,www.cardekho.com
45,45,Maruti,S-Presso,VXI Plus,2019,"10,020 kms",Petrol,Delhi NCR,Hatchback,1st Owner,416000.0,www.cardekho.com
46,46,Maruti,Baleno,Delta,2018,"15,295 kms",Petrol,Delhi NCR,Hatchback,1st Owner,566000.0,www.cardekho.com
47,47,Maruti,Ignis,1.2 AMT Delta BSIV,2018,"41,986 kms",Petrol,Delhi NCR,Hatchback,1st Owner,505000.0,www.cardekho.com
48,48,Volkswagen,Polo,GT TSI,2016,"70,992 kms",Petrol,Delhi NCR,Hatchback,1st Owner,576000.0,www.cardekho.com
49,49,Maruti,Baleno,Sigma,2020,"9,437 kms",Petrol,Delhi NCR,Hatchback,1st Owner,574000.0,www.cardekho.com
50,50,Hyundai,Grand,1.2 Kappa Sportz Option AT,2018,"43,980 kms",Petrol,Delhi NCR,Hatchback,1st Owner,517000.0,www.cardekho.com
51,51,Hyundai,Grand,Sportz,2015,"80,081 kms",Petrol,Delhi NCR,Hatchback,1st Owner,369000.0,www.cardekho.com
52,52,Maruti,Baleno,1.2 Delta,2018,"18,792 kms",Petrol,Delhi NCR,Hatchback,1st Owner,551000.0,www.cardekho.com
53,53,Maruti,Ignis,1.2 Zeta BSIV,2018,"29,837 kms",Petrol,Delhi NCR,Hatchback,1st Owner,531000.0,www.cardekho.com
54,54,Volkswagen,Polo,1.5 TDI Highline,2014,"76,025 kms",Diesel,Delhi NCR,Hatchback,1st Owner,337000.0,www.cardekho.com
55,55,Maruti,Alto,VXI,2018,"32,915 kms",Petrol,Delhi NCR,Hatchback,1st Owner,338000.0,www.cardekho.com
56,56,Maruti,Baleno,Zeta,2019,"27,729 kms",Petrol,Delhi NCR,Hatchback,1st Owner,636000.0,www.cardekho.com
57,57,Hyundai,Santro,Magna BSIV,2018,872 kms,Petrol,Delhi NCR,Hatchback,1st Owner,503000.0,www.cardekho.com
58,58,Maruti,Baleno,1.3 Alpha,2015,"65,425 kms",Diesel,Delhi NCR,Hatchback,1st Owner,556000.0,www.cardekho.com
59,59,Hyundai,Grand,Sportz,2016,"59,387 kms",Petrol,Delhi NCR,Hatchback,1st Owner,420000.0,www.cardekho.com
60,60,Honda,Brio,VX AT,2014,"36,205 kms",Petrol,Delhi NCR,Hatchback,1st Owner,388000.0,www.cardekho.com
61,61,Maruti,Wagon,VXI 1.2,2019,"21,598 kms",Petrol,Delhi NCR,Hatchback,1st Owner,488999.99999999994,www.cardekho.com
62,62,Maruti,Baleno,1.2 Delta,2018,"37,005 kms",Petrol,Delhi NCR,Hatchback,1st Owner,566000.0,www.cardekho.com
63,63,Hyundai,Grand,CRDi Sportz,2014,"68,442 kms",Diesel,Delhi NCR,Hatchback,1st Owner,295000.0,www.cardekho.com
64,64,Maruti,Wagon,CNG LXI,2018,"50,633 kms",CNG,Delhi NCR,Hatchback,1st Owner,407000.0,www.cardekho.com
65,65,Renault,KWID,1.0 RXT BSIV,2016,"17,026 kms",Petrol,Delhi NCR,Hatchback,1st Owner,244000.0,www.cardekho.com
66,66,Hyundai,i20,Sportz 1.4 CRDi,2012,"86,803 kms",Diesel,Delhi NCR,Hatchback,1st Owner,252999.99999999997,www.cardekho.com
67,67,Maruti,Ignis,1.2 Delta BSIV,2018,"4,878 kms",Petrol,Delhi NCR,Hatchback,1st Owner,556000.0,www.cardekho.com
68,68,Maruti,Swift,VDI,2018,"37,075 kms",Diesel,Delhi NCR,Hatchback,1st Owner,618000.0,www.cardekho.com
69,69,Maruti,Alto,VXI,2018,"15,164 kms",Petrol,Delhi NCR,Hatchback,1st Owner,366000.0,www.cardekho.com
70,70,Maruti,Wagon,LXI BS IV,2015,"55,244 kms",Petrol,Delhi NCR,Hatchback,1st Owner,292000.0,www.cardekho.com
71,71,Maruti,Ignis,1.3 AMT Zeta,2017,"55,759 kms",Diesel,Delhi NCR,Hatchback,1st Owner,412000.0,www.cardekho.com
72,72,Maruti,Alto,VXI,2017,"23,354 kms",Petrol,Delhi NCR,Hatchback,1st Owner,339000.0,www.cardekho.com
73,73,Volkswagen,Polo,1.0 MPI Highline Plus BSIV,2019,"27,886 kms",Petrol,Delhi NCR,Hatchback,1st Owner,595000.0,www.cardekho.com
74,74,Maruti,Alto,VXI,2018,"18,819 kms",Petrol,Delhi NCR,Hatchback,1st Owner,354000.0,www.cardekho.com
75,75,Maruti,Swift,ZXI BSIV,2014,"72,983 kms",Petrol,Delhi NCR,Hatchback,1st Owner,393000.0,www.cardekho.com
76,76,Maruti,Alto,VXI,2016,"41,147 kms",Petrol,Delhi NCR,Hatchback,1st Owner,306000.0,www.cardekho.com
77,77,Maruti,Swift,VDI BSIV,2014,"44,828 kms",Diesel,Delhi NCR,Hatchback,1st Owner,417000.0,www.cardekho.com
78,78,Hyundai,i20,1.2 Asta,2017,"16,001 kms",Petrol,Delhi NCR,Hatchback,1st Owner,750000.0,www.cardekho.com
79,79,Honda,Brio,S MT,2012,"37,297 kms",Petrol,Delhi NCR,Hatchback,1st Owner,305000.0,www.cardekho.com
80,80,Maruti,Swift,VDI,2014,"78,581 kms",Diesel,Delhi NCR,Hatchback,1st Owner,394000.0,www.cardekho.com
81,81,Maruti,Swift,LXI,2019,"1,386 kms",Petrol,Delhi NCR,Hatchback,1st Owner,547000.0,www.cardekho.com
82,82,Maruti,Alto,VXI,2018,"13,215 kms",Petrol,Delhi NCR,Hatchback,1st Owner,352000.0,www.cardekho.com
83,83,Tata,Tiago,1.2 Revotron XZA,2018,"10,748 kms",Petrol,Delhi NCR,Hatchback,1st Owner,522000.0,www.cardekho.com
84,84,Hyundai,i20,Sportz,2010,"92,528 kms",Petrol,Delhi NCR,Hatchback,1st Owner,216000.0,www.cardekho.com
85,85,Hyundai,Grand,1.2 Kappa Magna BSIV,2018,"14,880 kms",Petrol,Delhi NCR,Hatchback,1st Owner,470000.0,www.cardekho.com
86,86,Maruti,Swift,AMT VXI,2019,"20,831 kms",Petrol,Delhi NCR,Hatchback,1st Owner,632000.0,www.cardekho.com
87,87,Maruti,Swift,VDI,2014,"72,653 kms",Diesel,Delhi NCR,Hatchback,1st Owner,398000.0,www.cardekho.com
88,88,Maruti,Alto,VXI AMT,2016,"21,863 kms",Petrol,Delhi NCR,Hatchback,1st Owner,342000.0,www.cardekho.com
89,89,Maruti,Swift,VXI,2012,"56,610 kms",Petrol,Delhi NCR,Hatchback,1st Owner,315000.0,www.cardekho.com
90,90,Maruti,Alto,VXI AMT,2017,"59,523 kms",Petrol,Delhi NCR,Hatchback,1st Owner,326000.0,www.cardekho.com
91,91,Hyundai,i20,Asta 1.4 CRDi,2015,"1,17,327 kms",Diesel,Delhi NCR,Hatchback,1st Owner,488999.99999999994,www.cardekho.com
92,92,Maruti,Baleno,1.2 Sigma,2020,"3,996 kms",Petrol,Delhi NCR,Hatchback,1st Owner,562000.0,www.cardekho.com
93,93,Maruti,Swift,VDI BSIV,2015,"76,011 kms",Diesel,Delhi NCR,Hatchback,1st Owner,425000.0,www.cardekho.com
94,94,Maruti,Swift,LXI,2019,"23,742 kms",Petrol,Delhi NCR,Hatchback,1st Owner,511000.00000000006,www.cardekho.com
95,95,Maruti,Celerio,VXI,2014,"17,541 kms",Petrol,Delhi NCR,Hatchback,1st Owner,320000.0,www.cardekho.com
96,96,Hyundai,i10,Magna 1.1L,2015,"59,787 kms",Petrol,Delhi NCR,Hatchback,1st Owner,311000.0,www.cardekho.com
97,97,Maruti,Alto,VXI,2017,"26,905 kms",Petrol,Delhi NCR,Hatchback,1st Owner,332000.0,www.cardekho.com
98,98,Maruti,Celerio,ZXI AT,2015,"64,764 kms",Petrol,Delhi NCR,Hatchback,1st Owner,351000.0,www.cardekho.com
99,99,Renault,KWID,RXT Optional,2018,"10,287 kms",Petrol,Delhi NCR,Hatchback,1st Owner,348000.0,www.cardekho.com
100,100,Honda,Brio,1.2 S MT,2012,"37,526 kms",Petrol,Delhi NCR,Hatchback,1st Owner,304000.0,www.cardekho.com
101,101,Hyundai,i20,Sportz Option 1.4 CRDi,2014,"54,445 kms",Diesel,Delhi NCR,Hatchback,1st Owner,428000.0,www.cardekho.com
102,102,Maruti,Celerio,VXI AT,2014,"39,815 kms",Petrol,Delhi NCR,Hatchback,1st Owner,355000.0,www.cardekho.com
103,103,Hyundai,i20,1.4 Asta,2018,"48,193 kms",Diesel,Delhi NCR,Hatchback,1st Owner,668000.0,www.cardekho.com
104,104,Maruti,Celerio,ZXI Optional AMT BSIV,2018,"9,277 kms",Petrol,Delhi NCR,Hatchback,1st Owner,480999.99999999994,www.cardekho.com
105,105,Hyundai,Grand,Magna,2019,"6,928 kms",Petrol,Delhi NCR,Hatchback,1st Owner,541000.0,www.cardekho.com
106,106,Hyundai,i20,1.2 SX,2018,"14,713 kms",Petrol,Delhi NCR,Hatchback,1st Owner,632000.0,www.cardekho.com
107,107,Honda,Jazz,VX,2017,"58,269 kms",Petrol,Delhi NCR,Hatchback,1st Owner,538000.0,www.cardekho.com
108,108,Maruti,Celerio,VXI,2016,"36,108 kms",Petrol,Delhi NCR,Hatchback,1st Owner,340000.0,www.cardekho.com
109,109,Maruti,Baleno,Delta,2016,"53,170 kms",Petrol,Delhi NCR,Hatchback,1st Owner,505999.99999999994,www.cardekho.com
110,110,Maruti,Baleno,1.2 CVT Delta,2016,"24,290 kms",Petrol,Delhi NCR,Hatchback,1st Owner,554000.0,www.cardekho.com
111,111,Maruti,Ritz,ZXi,2011,"90,091 kms",Petrol,Delhi NCR,Hatchback,1st Owner,217000.0,www.cardekho.com
112,112,Maruti,Alto,LXI,2011,"81,840 kms",Petrol,Delhi NCR,Hatchback,1st Owner,172000.0,www.cardekho.com
113,113,Maruti,Wagon,LXI BS IV,2018,"14,797 kms",Petrol,Delhi NCR,Hatchback,1st Owner,416000.0,www.cardekho.com
114,114,Maruti,Ignis,1.2 Sigma BSIV,2019,"9,024 kms",Petrol,Delhi NCR,Hatchback,1st Owner,480000.0,www.cardekho.com
115,115,Maruti,Wagon,VXI AMT,2019,"14,820 kms",Petrol,Delhi NCR,Hatchback,1st Owner,559000.0,www.cardekho.com
116,116,Maruti,Wagon,LXI,2018,"22,104 kms",Petrol,Delhi NCR,Hatchback,1st Owner,443000.0,www.cardekho.com
117,117,Hyundai,Grand,1.2 Kappa Magna BSIV,2017,"17,612 kms",Petrol,Delhi NCR,Hatchback,1st Owner,462000.0,www.cardekho.com
118,118,Maruti,Wagon,LXI,2013,"30,445 kms",Petrol,Delhi NCR,Hatchback,1st Owner,268000.0,www.cardekho.com
119,119,Maruti,Wagon,VXI,2017,"41,299 kms",Petrol,Delhi NCR,Hatchback,1st Owner,386000.0,www.cardekho.com
120,120,Maruti,Wagon,LXI,2019,"8,525 kms",Petrol,Delhi NCR,Hatchback,1st Owner,474000.0,www.cardekho.com
121,121,Maruti,Wagon,VXI BS IV,2016,"38,255 kms",Petrol,Delhi NCR,Hatchback,1st Owner,344000.0,www.cardekho.com
122,122,Maruti,Wagon,VXI,2013,"61,825 kms",Petrol,Delhi NCR,Hatchback,1st Owner,290000.0,www.cardekho.com
123,123,Renault,KWID,RXL,2017,"5,111 kms",Petrol,Delhi NCR,Hatchback,1st Owner,287000.0,www.cardekho.com
124,124,Maruti,Ignis,Delta,2018,"15,996 kms",Petrol,Delhi NCR,Hatchback,1st Owner,482000.0,www.cardekho.com
125,125,Maruti,Wagon,LXI BS IV,2014,"74,242 kms",Petrol,Delhi NCR,Hatchback,1st Owner,273000.0,www.cardekho.com
126,126,Renault,KWID,RXL,2019,"11,477 kms",Petrol,Delhi NCR,Hatchback,1st Owner,330000.0,www.cardekho.com
127,127,Maruti,Wagon,AMT VXI,2016,"29,523 kms",Petrol,Delhi NCR,Hatchback,1st Owner,381000.0,www.cardekho.com
128,128,Maruti,Wagon,VXI Opt,2018,"10,448 kms",Petrol,Delhi NCR,Hatchback,1st Owner,450000.0,www.cardekho.com
129,129,Hyundai,i20,Sportz 1.4 CRDi,2016,"57,732 kms",Diesel,Delhi NCR,Hatchback,1st Owner,545000.0,www.cardekho.com
130,130,Maruti,Wagon,VXI,2014,"64,651 kms",Petrol,Delhi NCR,Hatchback,1st Owner,268000.0,www.cardekho.com
131,131,Hyundai,i20,1.2 Magna Executive,2018,"58,595 kms",Petrol,Delhi NCR,Hatchback,1st Owner,586000.0,www.cardekho.com
132,132,Maruti,Wagon,VXI,2016,"35,148 kms",Petrol,Delhi NCR,Hatchback,1st Owner,333000.0,www.cardekho.com
133,133,Hyundai,i20,Asta Opt,2018,"59,908 kms",Petrol,Delhi NCR,Hatchback,1st Owner,645000.0,www.cardekho.com
134,134,Renault,KWID,RXL,2015,"15,728 kms",Petrol,Delhi NCR,Hatchback,1st Owner,229999.99999999997,www.cardekho.com
135,135,Maruti,Wagon,VXI AMT,2019,"14,561 kms",Petrol,Delhi NCR,Hatchback,1st Owner,511000.00000000006,www.cardekho.com
136,136,Hyundai,i20,Sportz 1.4 CRDi,2016,"97,760 kms",Diesel,Delhi NCR,Hatchback,1st Owner,545000.0,www.cardekho.com
137,137,Maruti,Swift,VDI,2017,"42,888 kms",Diesel,Delhi NCR,Hatchback,1st Owner,507000.0,www.cardekho.com
138,138,Maruti,Wagon,AMT VXI,2017,"23,430 kms",Petrol,Delhi NCR,Hatchback,1st Owner,391000.0,www.cardekho.com
139,139,Hyundai,i20,Asta Option,2017,"16,140 kms",Petrol,Delhi NCR,Hatchback,1st Owner,692000.0,www.cardekho.com
140,140,Maruti,Wagon,VXI,2013,"56,699 kms",Petrol,Delhi NCR,Hatchback,1st Owner,242000.0,www.cardekho.com
141,141,Honda,Brio,S MT,2014,"90,158 kms",Petrol,Delhi NCR,Hatchback,1st Owner,328000.0,www.cardekho.com
142,142,Maruti,Celerio,ZXI AMT BSIV,2017,"38,866 kms",Petrol,Delhi NCR,Hatchback,1st Owner,399000.0,www.cardekho.com
143,143,Maruti,Alto,LXI,2015,"85,613 kms",Petrol,Delhi NCR,Hatchback,1st Owner,265000.0,www.cardekho.com
144,144,Maruti,Wagon,VXI,2016,"52,509 kms",Petrol,Delhi NCR,Hatchback,1st Owner,329000.0,www.cardekho.com
145,145,Maruti,Baleno,1.2 Zeta,2016,"43,499 kms",Petrol,Delhi NCR,Hatchback,1st Owner,472000.0,www.cardekho.com
146,146,Maruti,Alto,LXI CNG,2016,"59,902 kms",CNG,Delhi NCR,Hatchback,1st Owner,280000.0,www.cardekho.com
147,147,Maruti,Swift,VXI,2016,"1,40,039 kms",Petrol,Delhi NCR,Hatchback,1st Owner,356000.0,www.cardekho.com
148,148,Hyundai,EON,Era Plus,2018,"24,850 kms",Petrol,Delhi NCR,Hatchback,1st Owner,292000.0,www.cardekho.com
149,149,Hyundai,EON,Magna Plus,2014,"50,196 kms",Petrol,Delhi NCR,Hatchback,1st Owner,222000.00000000003,www.cardekho.com
150,150,Maruti,Ignis,1.2 Sigma BSIV,2018,"39,393 kms",Petrol,Delhi NCR,Hatchback,1st Owner,447000.0,www.cardekho.com
151,151,Maruti,Alto,LXI,2019,"4,383 kms",Petrol,Delhi NCR,Hatchback,1st Owner,379000.0,www.cardekho.com
152,152,Maruti,Ignis,1.2 Delta BSIV,2017,"26,600 kms",Petrol,Delhi NCR,Hatchback,1st Owner,405000.0,www.cardekho.com
153,153,Maruti,Swift,LXI,2019,"39,086 kms",Petrol,Delhi NCR,Hatchback,1st Owner,471000.0,www.cardekho.com
154,154,Maruti,Wagon,LXI BS IV,2016,"46,742 kms",Petrol,Delhi NCR,Hatchback,1st Owner,320000.0,www.cardekho.com
155,155,Hyundai,i20,1.2 Era,2017,"46,629 kms",Petrol,Delhi NCR,Hatchback,1st Owner,483000.0,www.cardekho.com
156,156,Maruti,Swift,LXI Option,2017,"34,714 kms",Petrol,Delhi NCR,Hatchback,1st Owner,438999.99999999994,www.cardekho.com
157,157,Maruti,Alto,LXI Optional,2017,"34,854 kms",Petrol,Delhi NCR,Hatchback,1st Owner,311000.0,www.cardekho.com
158,158,Maruti,Swift,VDI,2012,"36,586 kms",Diesel,Delhi NCR,Hatchback,1st Owner,327000.0,www.cardekho.com
159,159,Hyundai,i20,1.4 CRDi Sportz,2011,"1,62,471 kms",Diesel,Delhi NCR,Hatchback,1st Owner,259000.0,www.cardekho.com
160,160,Maruti,Swift,VXI,2013,"74,882 kms",Petrol,Delhi NCR,Hatchback,1st Owner,329000.0,www.cardekho.com
161,161,Maruti,Ignis,1.2 Sigma BSIV,2018,"19,635 kms",Petrol,Delhi NCR,Hatchback,1st Owner,475000.0,www.cardekho.com
162,162,Maruti,Alto,VXI,2020,"1,067 kms",Petrol,Delhi NCR,Hatchback,1st Owner,403000.0,www.cardekho.com
163,163,Maruti,Alto,LXI BSIV,2020,"1,877 kms",Petrol,Delhi NCR,Hatchback,1st Owner,367000.0,www.cardekho.com
164,164,Maruti,Wagon,LXI,2017,"19,905 kms",Petrol,Delhi NCR,Hatchback,1st Owner,371000.0,www.cardekho.com
165,165,Hyundai,Grand,Sportz,2018,"18,382 kms",Petrol,Delhi NCR,Hatchback,1st Owner,509000.0,www.cardekho.com
166,166,Maruti,Celerio,ZXI,2016,"16,343 kms",Petrol,Delhi NCR,Hatchback,1st Owner,368000.0,www.cardekho.com
167,167,Maruti,Alto,LXI,2017,"14,918 kms",Petrol,Delhi NCR,Hatchback,1st Owner,247000.00000000003,www.cardekho.com
168,168,Maruti,Baleno,1.2 Zeta,2018,"17,036 kms",Petrol,Delhi NCR,Hatchback,1st Owner,645000.0,www.cardekho.com
169,169,Maruti,Wagon,VXI,2017,"67,281 kms",Petrol,Delhi NCR,Hatchback,1st Owner,304000.0,www.cardekho.com
170,170,Maruti,Alto,2010-2014 VXI,2013,"63,762 kms",Petrol,Delhi NCR,Hatchback,1st Owner,211000.0,www.cardekho.com
171,171,Maruti,Swift,VDI,2014,"75,526 kms",Diesel,Delhi NCR,Hatchback,1st Owner,398000.0,www.cardekho.com
172,172,Hyundai,i20,Sportz 1.2,2017,"52,938 kms",Petrol,Delhi NCR,Hatchback,1st Owner,541000.0,www.cardekho.com
173,173,Maruti,Alto,LXI Anniversary Edition,2013,"18,739 kms",Petrol,Delhi NCR,Hatchback,1st Owner,219000.0,www.cardekho.com
174,174,Maruti,Swift,VXI,2011,"47,914 kms",Petrol,Delhi NCR,Hatchback,1st Owner,273000.0,www.cardekho.com
175,175,Maruti,Celerio,VXI,2015,"35,887 kms",Petrol,Delhi NCR,Hatchback,1st Owner,320000.0,www.cardekho.com
176,176,Maruti,Swift,VXI Optional,2017,"43,625 kms",Petrol,Delhi NCR,Hatchback,1st Owner,450000.0,www.cardekho.com
177,177,Maruti,Wagon,VXI Opt,2019,"12,659 kms",Petrol,Delhi NCR,Hatchback,1st Owner,475000.0,www.cardekho.com
178,178,Renault,KWID,RXL,2018,"10,620 kms",Petrol,Delhi NCR,Hatchback,1st Owner,265000.0,www.cardekho.com
179,179,Maruti,Alto,LXI,2017,"47,311 kms",Petrol,Delhi NCR,Hatchback,1st Owner,270000.0,www.cardekho.com
180,180,Maruti,Wagon,LXI BS IV,2016,"63,691 kms",Petrol,Delhi NCR,Hatchback,1st Owner,319000.0,www.cardekho.com
181,181,Hyundai,i20,1.2 Magna Executive,2017,"29,867 kms",Petrol,Delhi NCR,Hatchback,1st Owner,491000.0,www.cardekho.com
182,182,Maruti,Wagon,VXI,2017,"22,920 kms",Petrol,Delhi NCR,Hatchback,1st Owner,377000.0,www.cardekho.com
183,183,Maruti,Wagon,VXI,2017,"24,728 kms",Petrol,Delhi NCR,Hatchback,1st Owner,391000.0,www.cardekho.com
184,184,Maruti,Swift,LXI BSIV,2015,"52,952 kms",Petrol,Delhi NCR,Hatchback,1st Owner,399000.0,www.cardekho.com
185,185,Maruti,Alto,VXI,2010,"35,801 kms",Petrol,Delhi NCR,Hatchback,1st Owner,173000.0,www.cardekho.com
186,186,Hyundai,i20,Magna 1.4 CRDi,2017,"65,609 kms",Diesel,Delhi NCR,Hatchback,1st Owner,541000.0,www.cardekho.com
187,187,Maruti,Swift,LXI Option,2017,"23,372 kms",Petrol,Delhi NCR,Hatchback,1st Owner,463999.99999999994,www.cardekho.com
188,188,Hyundai,Grand,AMT Sportz,2019,"3,704 kms",Petrol,Delhi NCR,Hatchback,1st Owner,678000.0,www.cardekho.com
189,189,Maruti,Alto,LXI,2019,"7,213 kms",Petrol,Delhi NCR,Hatchback,1st Owner,376000.0,www.cardekho.com
190,190,Maruti,Swift,LXI Option,2015,"35,019 kms",Petrol,Delhi NCR,Hatchback,1st Owner,393000.0,www.cardekho.com
191,191,Maruti,Alto,LXi,2012,"28,123 kms",Petrol,Delhi NCR,Hatchback,1st Owner,166000.0,www.cardekho.com
192,192,Maruti,Alto,VXI,2016,"16,473 kms",Petrol,Delhi NCR,Hatchback,1st Owner,273000.0,www.cardekho.com
193,193,Maruti,Baleno,Sigma,2018,"21,377 kms",Petrol,Delhi NCR,Hatchback,1st Owner,545000.0,www.cardekho.com
194,194,Maruti,Alto,LXI,2019,"7,963 kms",Petrol,Delhi NCR,Hatchback,1st Owner,332000.0,www.cardekho.com
195,195,Volkswagen,Polo,1.0 MPI Comfortline,2018,"13,739 kms",Petrol,Delhi NCR,Hatchback,1st Owner,614000.0,www.cardekho.com
